State,County,Dem.04,GOP.04,Dem.08,GOP.08,Dem.12,GOP.12,Dem.16,GOP.16
"TX","Irion",380,2412,588,2306,117,2379,2524,2445
"TX","Jack",2302,1081,1893,1083,1332,1136,2578,2361
"TX","Jackson",286,1629,306,1574,67,1645,1347,1316
"TX","Jasper",1823,2680,1573,2739,1470,2883,2587,1758
"TX","Jeff Davis",1593,2556,1886,2486,1782,2473,1096,80
"TX","Jefferson",1894,1851,1833,1752,1793,1789,1714,2428
"TX","Jim Hogg",334,2468,346,1884,288,1542,1723,1766
"TX","Jim Wells",2370,2206,2331,1909,2266,1862,555,1769
"TX","Johnson",225,1519,299,1556,49,1602,2226,2095
"TX","Jones",563,1791,489,1727,219,1764,112,1812
"TX","Karnes",483,1373,659,1178,310,1242,2623,1919
"TX","Kaufman",2669,909,118,1011,2709,1083,158,1309
"TX","Kendall",1098,167,1559,315,1335,471,31,1306
"TX","Kenedy",2610,2654,87,2793,2539,2652,1525,582
"TX","Kent",362,1653,2806,1477,2287,1453,2678,2680
"TX","Kerr",1851,608,2117,616,1759,672,2081,1553
"TX","Kimble",1415,478,1500,470,887,636,1826,717
"TX","King",653,382,2568,496,1947,420,827,667
"TX","Kinney",2071,56,2268,2744,1996,2727,1902,526
"TX","Kleberg",1849,2106,2048,1836,1882,1700,1803,2813
"TX","Knox",1873,92,1577,2857,1428,198,1841,1792
"TX","Lamar",2056,235,2044,312,1722,333,1042,104
"TX","Lamb",2621,1491,163,1446,2780,1343,1511,495
"TX","Lampasas",519,2116,745,2118,421,2127,2400,1342
"TX","La Salle",220,2876,59,2437,2743,2380,451,2319
"TX","Lavaca",887,2239,728,2272,398,2398,138,2739
"TX","Lee",728,1769,803,1760,554,1834,180,2513
"TX","Leon",628,2004,414,2099,61,2188,366,1974
"TX","Liberty",2360,479,2194,532,1994,679,2591,2321
"TX","Limestone",1212,2006,1085,1976,913,2053,1875,792
"TX","Lipscomb",687,173,506,108,186,49,635,2184
"TX","Live Oak",33,1385,53,1353,2662,1388,352,189
"TX","Llano",947,2486,960,2459,680,2535,2344,1491
"TX","Loving",198,2344,207,2352,2640,2082,686,2662
"TX","Lubbock",941,2449,1346,2337,1130,2301,1652,2169
"TX","Lynn",1947,706,2258,456,1847,407,1195,2350
"TX","McCulloch",2467,1078,2441,956,2741,1332,1666,564
"TX","McLennan",1171,2060,1318,1933,444,1208,2549,1450
"TX","McMullen",2741,1907,327,1668,1058,380,167,1315
"TX","Madison",228,1262,154,1249,1600,556,1127,493
"TX","Marion",716,1064,593,1102,1662,2613,1489,638
"TX","Martin",1271,501,1386,399,2554,939,1432,2637
"TX","Mason",1859,569,2093,531,2034,1054,51,1247
"TX","Matagorda",1790,2638,1820,2554,1106,1919,1866,1129
"TX","Maverick",2194,1718,2638,982,2308,1802,1152,1923
"TX","Medina",1779,42,2020,49,1885,123,1653,1840
"TX","Menard",1443,2551,1290,2431,591,2366,1817,237
"TX","Midland",2545,1584,2776,1537,2541,1535,485,2404
"TX","Milam",1491,2086,1344,2011,1147,2107,2689,1585
"TX","Mills",1734,717,1675,669,1221,771,820,2313
"TX","Mitchell",2291,794,2161,709,2030,697,1020,840
"TX","Montague",766,2226,545,2255,115,2342,1489,723
"TX","Montgomery",1265,50,1578,217,1421,408,2557,2541
"TX","Moore",6,1889,128,1748,2740,1670,1804,536
"TX","Morris",1049,1249,845,1381,707,1408,110,1677
"TX","Motley",128,2169,2329,2012,2063,2077,410,1487
"TX","Nacogdoches",2428,417,2612,466,2253,422,1653,2170
"TX","Navarro",2030,78,2079,93,1765,99,2245,515
"TX","Newton",1088,1391,651,1487,610,1812,1650,229
"TX","Nolan",482,1611,485,1499,208,1426,2667,1310
"TX","Nueces",1816,2230,1918,2019,1823,1948,37,1534
"TX","Ochiltree",1085,1297,1043,1224,1088,1200,1886,1996
"TX","Oldham",86,2502,21,2598,2379,2587,1166,1170
"TX","Orange",144,860,2513,908,2330,1012,2414,2702
"TX","Palo Pinto",1241,2469,1076,2458,674,2501,2047,1124
"TX","Panola",1307,2452,1125,2504,917,2602,600,2651
"TX","Parker",2672,1406,58,1568,2475,1643,694,2691
"TX","Parmer",1643,1039,2425,1290,2013,853,2489,1874
"TX","Pecos",234,1398,456,1061,525,1103,2513,805
"TX","Polk",2394,387,2250,387,1908,434,500,1091
"TX","Potter",2475,917,2692,873,2385,779,2301,1184
"TX","Presidio",162,2471,262,1922,262,1993,2387,841
"TX","Rains",213,1333,53,1377,2437,1425,436,2344
"TX","Randall",2524,1727,2752,1722,2440,1722,2132,1658
"TX","Reagan",687,2834,788,2571,516,2391,2491,1781
"TX","Real",1419,337,1603,261,1206,286,578,2457
"TX","Red River",855,1479,497,1492,440,1536,1108,435
"TX","Reeves",525,707,553,434,567,230,162,1660
"TX","Refugio",224,961,391,733,2780,627,574,461
"TX","Roberts",1863,1893,1717,1892,1074,1707,43,759
"TX","Robertson",1316,1645,1171,1663,1223,1816,794,2039
"TX","Rockwall",2049,846,2628,988,2525,1197,912,1882
"TX","Runnels",2532,1431,2427,1361,1984,1365,2654,1258
"TX","Rusk",1945,353,1970,372,1791,425,1794,1415
"TX","Sabine",433,1382,82,1585,2514,1593,1626,507
"TX","San Augustine",461,976,337,990,189,1076,2125,1682
"TX","San Jacinto",1176,2111,1188,2240,1020,2463,2589,1165
"TX","San Patricio",2510,363,2680,263,2482,244,812,2622
"TX","San Saba",2043,777,1939,789,1399,791,2417,332
"TX","Schleicher",1373,15,1425,2835,906,2577,1266,878
"TX","Scurry",2778,1886,94,1792,2566,1718,845,2645
"TX","Shackelford",965,318,867,300,297,262,2336,1804
"TX","Shelby",1302,2311,1102,2336,985,2416,41,430
"TX","Sherman",232,2813,277,2706,204,2766,642,2474
"TX","Smith",806,2096,1016,2089,915,2275,2649,2625
"TX","Somervell",2584,1203,2565,1148,2194,1260,917,2210
"TX","Starr",2434,1122,2599,478,27,539,1978,1404
"TX","Stephens",2408,1242,2256,1237,1880,1274,2611,989
"TX","Sterling",2418,2123,2779,2005,1356,1860,1470,1341
"TX","Stonewall",1082,1990,849,2020,530,2002,2275,2122
"TX","Sutton",1233,201,1623,209,1562,138,352,2136
"TX","Swisher",2263,483,2580,623,2123,623,1343,100
"TX","Tarrant",842,1524,1201,1498,1086,1510,1815,649
"TX","Taylor",69,1610,275,1482,2752,1429,1242,1492
"TX","Terrell",514,1351,723,1404,696,1550,8,1440
"TX","Terry",2534,1396,387,1242,57,1148,391,1269
"TX","Throckmorton",817,2354,600,2355,86,2445,1721,326
"TX","Titus",1389,2187,1391,2216,1150,2247,2500,2470
"TX","Tom Green",2678,1250,117,1179,2677,1181,1070,2322
"TX","Travis",785,476,1095,378,984,429,2596,1218
"TX","Trinity",916,1698,755,1692,537,1844,1311,296
"TX","Tyler",1165,2012,911,2116,570,2203,165,1896
"TX","Upshur",1753,26,1615,139,1303,240,250,2362
"TX","Upton",696,11,1256,2733,1428,2832,999,365
"TX","Uvalde",1438,2042,1726,1854,1611,1840,1218,2842
"TX","Val Verde",1908,2435,2383,2147,2230,2134,1602,1925
"TX","Van Zandt",1925,492,1837,548,1353,572,2263,2208
"TX","Victoria",2618,884,2796,816,2615,827,1192,767
"TX","Walker",2202,198,2448,184,2015,2839,2555,930
"TX","Waller",2241,2564,2419,2623,2248,2779,2118,318
"TX","Ward",2679,1273,2697,1144,2565,1026,2051,73
"TX","Washington",1470,2841,1692,14,1457,103,2415,1126
"TX","Webb",1001,705,1469,332,1583,134,1440,122
"TX","Wharton",1891,2795,1958,2802,1741,2859,1716,325
"TX","Wheeler",1744,818,1386,776,987,767,1719,18
"TX","Wichita",269,1434,393,1388,50,1312,763,910
"TX","Wilbarger",271,1596,202,1421,2750,1301,2544,1230
"TX","Willacy",1201,957,1495,446,1533,441,2453,1384
"TX","Williamson",1775,2673,2343,2705,2211,2852,1448,561
"TX","Wilson",1805,43,2068,104,1904,266,2505,56
"TX","Winkler",1648,574,1912,515,1666,374,1862,447
"TX","Wise",1917,503,1829,570,1396,670,1706,449
"TX","Wood",1687,311,1685,374,1342,453,1447,900
"TX","Yoakum",1584,970,1836,817,1702,656,1109,585
"TX","Young",465,2219,307,2191,2772,2285,1730,739
"TX","Zapata",568,261,770,2764,1084,2884,2542,2357
"TX","Zavala",989,2586,1438,2196,1338,2169,825,37
"UT","Beaver",1953,855,2083,766,1476,929,1113,2425
"UT","Box Elder",938,549,1449,507,689,591,1117,765
"UT","Cache",2287,1436,33,1259,2050,1355,680,44
"UT","Carbon",1481,1980,1517,1691,911,1933,2230,644
"UT","Daggett",86,1648,316,1292,2657,1676,597,2026
"UT","Davis",853,2728,1345,2532,819,2757,2384,1423
"UT","Duchesne",2458,1920,2713,1874,2096,2133,937,1886
"UT","Emery",2584,1638,2784,1449,2094,1597,1903,2127
"UT","Garfield",1152,748,1698,640,1344,737,1582,1471
"UT","Grand",704,908,858,747,582,797,1484,590
"UT","Iron",951,308,1436,270,609,148,757,828
"UT","Juab",2220,1192,2467,1152,1768,1473,858,5
"UT","Kane",2155,1057,2639,932,2391,1074,1762,1227
"UT","Millard",2263,1737,2502,1552,1746,1817,2344,994
"UT","Morgan",1897,1453,2365,1432,1624,1648,1746,1637
"UT","Piute",221,2336,405,2284,2416,2437,2048,1379
"UT","Rich",93,2784,499,2630,2552,2763,1330,2075
"UT","Salt Lake",344,927,667,681,313,844,52,2596
"UT","San Juan",735,1319,1029,1134,827,1320,498,209
"UT","Sanpete",190,2448,581,2343,2626,2574,792,1171
"UT","Sevier",2705,2364,369,2295,2366,2438,30,2323
"UT","Summit",2400,2619,2759,2403,2455,2679,2235,2329
"UT","Tooele",1724,253,2156,115,1598,275,29,2472
"UT","Uintah",255,2709,446,2651,2737,1,1663,2856
"UT","Utah",616,309,1292,249,515,449,4,2885
"UT","Wasatch",698,2141,1264,2060,846,2413,1039,2767
"UT","Washington",2479,1555,90,1577,2468,1715,1309,2264
"UT","Wayne",1224,65,1473,2794,871,106,2646,1666
"UT","Weber",797,2035,1111,1852,639,1952,1154,2841
"VA","Accomack",2096,2574,2508,2553,2454,2639,920,1633
"VA","Albemarle",918,902,1304,859,1308,1005,2236,2718
"VA","Alleghany",1400,1691,1542,1571,1471,1555,1419,817
"VA","Amelia",708,1527,1073,1659,1070,1790,892,1939
"VA","Amherst",1938,2582,2220,2655,2148,2738,883,1888
"VA","Appomattox",909,1823,1156,1931,1050,2064,1897,2851
"VA","Arlington",2294,1312,2549,1301,2526,1488,806,2173
"VA","Augusta",2405,958,2795,977,2708,1024,2604,872
"VA","Bath",2577,432,46,363,2633,325,2458,1161
"VA","Bedford",2693,943,104,1043,90,1292,2107,566
"VA","Bland",2605,819,2654,845,2412,923,2663,1349
"VA","Botetourt",1920,97,2133,167,2053,297,1795,1142
"VA","Brunswick",1697,1270,1967,1241,1946,1304,1789,387
"VA","Buchanan",2039,1864,1708,1838,1354,2324,1782,1343
"VA","Buckingham",1223,1409,1523,1479,1578,1544,616,2504
"VA","Campbell",2381,561,2576,667,2443,707,1339,1671
"VA","Caroline",1941,1994,2420,2112,2406,2267,2211,838
"VA","Carroll",1642,2653,1722,2610,1505,2661,2182,2468
"VA","Charles City",889,286,1241,304,1207,430,1082,90
"VA","Charlotte",930,1396,1184,1454,1076,1442,930,433
"VA","Chesterfield",1955,2685,2474,2676,2487,2772,886,1500
"VA","Clarke",1181,1619,1512,1619,1402,1777,2456,2701
"VA","Craig",2679,650,2670,630,2553,698,1300,1878
"VA","Culpeper",2087,4,2673,80,2545,192,1979,939
"VA","Cumberland",608,1040,963,1034,1028,1118,2407,380
"VA","Dickenson",1585,1562,1442,1435,1061,1773,810,1200
"VA","Dinwiddie",1855,2291,2252,2321,2250,2392,340,1964
"VA","Essex",810,1014,1284,1016,1322,1148,2054,2530
"VA","Fairfax",1060,903,1373,824,1129,684,1072,1182
"VA","Fauquier",76,787,445,778,366,893,1496,592
"VA","Floyd",1076,1770,1285,1802,1185,1885,300,986
"VA","Fluvanna",1807,2335,2238,2302,2146,2378,961,2054
"VA","Franklin",2544,409,2769,527,2651,639,2052,2440
"VA","Frederick",2656,803,303,830,259,988,2322,775
"VA","Giles",1346,1814,1408,1808,1184,1882,206,1157
"VA","Gloucester",1989,124,2373,231,2322,256,767,2227
"VA","Goochland",1532,2380,1921,2513,1858,2675,1977,346
"VA","Grayson",1044,1900,1067,1836,843,1924,1884,2670
"VA","Greene",935,1884,1402,1948,1420,2122,397,2145
"VA","Greensville",1090,671,1380,657,1364,705,1259,2231
"VA","Halifax",2257,2683,2579,2671,2466,2714,1084,696
"VA","Hanover",371,1541,715,1580,687,1677,2258,2858
"VA","Henrico",2227,2477,2653,2362,2631,2450,759,1667
"VA","Henry",2782,349,111,390,33,431,2627,2236
"VA","Highland",2022,2866,2170,2777,1831,2797,2467,551
"VA","Isle of Wight",2178,2880,2641,141,2610,226,1548,2839
"VA","James City",194,778,642,878,656,986,2395,227
"VA","King and Queen",461,676,751,677,628,758,743,931
"VA","King George",1204,2036,1830,2177,1797,2358,427,894
"VA","King William",1048,1834,1467,1945,1434,2095,1657,2512
"VA","Lancaster",1070,1612,1424,1548,1365,1599,1170,2234
"VA","Lee",1680,2177,1416,2165,1119,2411,1232,1519
"VA","Loudoun",1900,2252,2484,2279,2537,2525,549,2543
"VA","Louisa",1934,2462,2382,2609,2354,2790,2688,2432
"VA","Lunenburg",999,1274,1182,1252,1170,1309,2139,68
"VA","Madison",900,1547,1250,1591,1149,1633,925,1404
"VA","Mathews",513,1526,762,1489,672,1512,911,1806
"VA","Mecklenburg",2045,2500,2416,2550,2328,2586,506,1516
"VA","Middlesex",742,1466,1020,1514,1007,1565,2204,2662
"VA","Montgomery",382,652,875,767,791,851,862,1579
"VA","Nelson",1516,1539,1799,1548,1721,1661,797,839
"VA","New Kent",1053,2113,1528,2292,1523,2485,1538,1731
"VA","Northampton",1219,1188,1619,1164,1575,1183,1497,2631
"VA","Northumberland",1106,1657,1450,1677,1382,1783,1395,1195
"VA","Nottoway",1147,1454,1498,1503,1442,1477,1215,2001
"VA","Orange",1966,2581,2412,2659,2344,2800,1213,1592
"VA","Page",1449,2300,1759,2220,1573,2307,2096,69
"VA","Patrick",1118,2142,1255,2079,1023,2137,1059,2591
"VA","Pittsylvania",2714,699,149,749,80,807,649,2328
"VA","Powhatan",1370,2755,1760,9,1692,149,2607,966
"VA","Prince Edward",1549,1558,2011,1713,1977,1663,1672,218
"VA","Prince George",1980,2644,2417,2694,2459,2815,1810,1717
"VA","Prince William",2233,2440,2735,2370,34,2514,2181,2794
"VA","Pulaski",2047,2741,2176,2710,2016,2745,2483,2092
"VA","Rappahannock",686,935,876,944,778,995,1699,42
"VA","Richmond",236,881,566,880,510,935,631,1122
"VA","Roanoke",530,1350,793,1334,766,1451,349,987
"VA","Rockbridge",1548,2112,1788,2142,1700,2206,586,1356
"VA","Rockingham",2444,937,49,949,3,1052,1480,2377
"VA","Russell",2004,2257,1956,2293,1569,2632,2626,1120
"VA","Scott",1449,2339,1189,2406,1015,2515,978,2828
"VA","Shenandoah",2011,213,2372,219,2258,306,519,2655
"VA","Smyth",1730,2616,1761,2550,1720,2665,1956,453
"VA","Southampton",1487,1715,1803,1849,1788,1905,1128,2869
"VA","Spotsylvania",569,1271,1074,1230,1082,1397,1514,1988
"VA","Stafford",607,1268,1117,1264,1181,1416,1021,1493
"VA","Surry",769,523,1151,612,1109,643,1188,1463
"VA","Sussex",1036,772,1447,839,1445,859,836,727
"VA","Tazewell",2431,7,2122,136,1551,415,1237,892
"VA","Warren",2025,2723,2387,2715,2255,2876,1249,547
"VA","Washington",2449,473,2573,579,2377,740,1935,206
"VA","Westmoreland",1465,1498,1857,1573,1717,1717,2010,824
"VA","Wise",2163,2675,1974,2720,1580,128,1558,1779
"VA","Wythe",1530,2618,1721,2612,1592,2658,1144,228
"VA","York",23,805,377,813,302,857,1174,8
"VA","Alexandria city",1717,833,1995,777,2003,858,305,788
"VA","Bedford city",37,468,215,484,219,529,2046,371
"VA","Bristol city",1024,1802,1164,1847,1069,1916,692,1944
"VA","Buena Vista city",2722,418,109,297,2667,558,2266,477
"VA","Charlottesville city",109,1773,526,1685,549,1924,664,1305
"VA","Chesapeake city",1635,2067,2078,2027,2062,2078,1953,2087
"VA","Colonial Heights city",834,2270,1105,2242,1094,2223,995,2163
"VA","Covington city",182,115,308,17,306,2858,2600,404
"VA","Danville city",2733,2809,242,2640,216,2571,123,2508
"VA","Emporia city",238,2855,623,2732,663,2736,487,2605
"VA","Fairfax city",2065,2013,2308,1875,2297,1912,2341,1587
"VA","Falls Church city",1658,875,1891,807,1949,920,2064,370
"VA","Franklin city",739,578,1231,551,1241,505,1060,466
"VA","Fredericksburg city",1704,1481,2232,1473,2385,1698,2228,1597
"VA","Galax city",2785,350,59,337,2641,375,2242,611
"VA","Hampton city",1399,1023,1889,853,1988,799,1681,724
"VA","Harrisonburg city",1899,2281,2620,2221,2598,2347,16,2291
"VA","Hopewell city",1528,1790,2056,1706,1989,1596,1843,1650
"VA","Lexington city",328,2866,502,2754,442,183,471,2564
"VA","Lynchburg city",175,441,572,679,524,834,450,740
"VA","Manassas city",2102,2493,2493,2201,2579,2329,2499,2228
"VA","Manassas Park city",451,725,1056,592,1268,655,1379,692
"VA","Martinsville city",1342,1116,1728,976,1622,1000,1491,945
"VA","Newport News city",1508,1425,2034,1235,1969,1201,1679,1040
"VA","Norfolk city",1789,1177,2260,1062,2075,918,1926,858
"VA","Norton city",2441,2565,2473,2477,2090,2752,1596,27
"VA","Petersburg city",2764,977,383,559,406,528,212,491
"VA","Poquoson city",394,1996,650,2017,583,2059,529,2001
"VA","Portsmouth city",1032,508,1422,408,1279,292,1221,310
"VA","Radford city",938,1127,1283,1034,1185,1109,1259,1173
"VA","Richmond city",2021,932,2457,740,2381,832,2355,469
"VA","Roanoke city",720,621,1075,523,920,437,985,613
"VA","Salem city",1762,2467,2025,2426,1884,2490,1711,2484
"VA","Staunton city",1583,2204,2115,2040,2099,2042,1965,2009
"VA","Suffolk city",471,628,954,650,1024,714,962,682
"VA","Virginia Beach city",2412,38,2803,5,2699,2881,2396,2689
"VA","Waynesboro city",1226,2027,1652,1902,1617,1920,1572,1911
"VA","Williamsburg city",924,870,1783,993,1924,1185,1941,814
"VA","Winchester city",1665,2081,2051,1885,1967,1971,1933,1909
"VT","Windham",486,2497,328,2123,220,2030,137,2057
"VT","Chittenden",1956,1178,263,2237,2386,1781,1939,2016
"VT","Lamoille",2494,1794,2688,2073,1089,487,848,524
"VT","Washington",743,171,2186,940,757,2695,641,2724
"VT","Windsor",702,174,640,300,147,2154,2642,2225
"VT","Addison",114,2460,323,2557,531,2066,416,2114
"VT","Bennington",108,2553,1178,474,198,2504,2624,2743
"VT","Grand Isle",940,689,2689,1508,2538,2009,2187,2133
"VT","Orange",2563,2327,2790,1969,815,2620,710,2614
"VT","Franklin",64,2753,2567,1816,2567,1454,2320,1542
"VT","Orleans",2277,2178,766,181,599,97,361,279
"VT","Rutland",516,448,946,2752,486,203,22,540
"VT","Caledonia",2420,2397,657,2210,2031,931,1983,758
"VT","Essex",264,563,898,2746,2648,1859,2366,1975
"WA","Adams",306,1623,508,1402,471,1369,131,1220
"WA","Asotin",1448,2090,1728,2066,1671,2143,1334,2171
"WA","Benton",888,1850,1152,1833,1218,1962,1061,1847
"WA","Chelan",46,749,385,675,241,709,90,544
"WA","Clallam",596,770,774,711,613,664,472,586
"WA","Clark",2537,2742,2760,2647,2624,2737,2588,2777
"WA","Columbia",2220,467,2358,487,2239,545,1949,528
"WA","Cowlitz",891,854,1054,797,840,794,661,1064
"WA","Douglas",1774,2750,2158,2747,1955,2805,1516,2480
"WA","Ferry",199,850,448,775,264,825,102,969
"WA","Franklin",2013,83,2456,223,2345,206,2419,163
"WA","Garfield",1553,2801,1631,2832,1444,2773,1172,2684
"WA","Grant",2517,709,2765,649,2608,699,2410,770
"WA","Grays Harbor",418,313,584,232,505,218,152,374
"WA","Island",674,826,928,790,853,803,838,754
"WA","Jefferson",163,2375,335,2277,193,2259,262,2241
"WA","King",2164,1336,2295,1115,2171,1110,2205,854
"WA","Kitsap",2225,2151,2359,2038,2163,1908,2114,1884
"WA","Kittitas",2349,2770,2571,2807,2258,2664,2312,2880
"WA","Klickitat",1689,1999,1963,1941,1774,2021,1580,2085
"WA","Lewis",77,894,370,842,2756,587,2316,624
"WA","Lincoln",597,1712,830,1605,567,1687,244,1716
"WA","Mason",277,227,476,279,420,316,198,407
"WA","Okanogan",2273,2847,2510,2701,2007,2471,1644,2306
"WA","Pacific",2104,1896,2220,1843,2093,1829,1811,2071
"WA","Pend Oreille",978,1601,1105,1572,1075,1660,757,1792
"WA","Pierce",510,499,701,421,671,467,533,415
"WA","San Juan",2323,1449,2459,1283,2353,1345,2288,1179
"WA","Skagit",1089,1162,1321,1055,899,814,1102,1076
"WA","Skamania",1007,1199,1230,1080,1099,1158,914,1285
"WA","Snohomish",494,358,731,285,590,261,588,191
"WA","Spokane",2646,141,67,96,2669,52,2536,54
"WA","Stevens",2369,328,2629,333,2178,90,1758,134
"WA","Thurston",2264,1940,2504,1908,2264,1807,2195,1869
"WA","Wahkiakum",18,197,124,120,87,143,2473,376
"WA","Walla Walla",2572,433,8,424,2100,2769,2376,103
"WA","Whatcom",1929,1723,2151,1674,1944,1638,2092,1695
"WA","Whitman",2579,2808,2706,2596,2349,2521,2003,2114
"WA","Yakima",1257,1818,1483,1721,1122,1531,1225,1668
"WI","Adams",2079,1961,2147,1662,2071,1877,1579,2240
"WI","Ashland",2165,1456,2150,1130,2036,1238,1688,1477
"WI","Barron",173,232,214,46,83,176,2428,414
"WI","Bayfield",2173,1624,2189,1452,2181,1557,1890,1723
"WI","Brown",2091,2386,2336,2106,2225,2333,1966,2386
"WI","Buffalo",1677,1529,1665,1265,1527,1456,1068,1704
"WI","Burnett",1834,1921,1784,1725,1667,1846,1271,2096
"WI","Calumet",25,469,340,289,143,479,2655,558
"WI","Chippewa",432,526,568,365,476,534,200,734
"WI","Clark",2395,2620,2476,2290,2208,2502,1715,2728
"WI","Columbia",400,489,605,245,604,356,356,459
"WI","Crawford",1876,1594,1972,1217,1842,1347,1452,1632
"WI","Dane",666,2766,848,2464,878,2660,897,2464
"WI","Dodge",575,1208,752,972,719,1108,386,1187
"WI","Door",2592,2752,16,2430,2691,2623,2449,2719
"WI","Douglas",559,2700,535,2554,443,2561,148,2853
"WI","Dunn",204,98,305,2822,127,17,2585,176
"WI","Eau Claire",1330,1080,1451,881,1345,1003,1162,1022
"WI","Florence",2793,647,139,498,2723,616,2217,798
"WI","Fond du Lac",747,1461,1008,1209,932,1335,629,1364
"WI","Forest",1084,1158,1169,802,1026,941,522,1239
"WI","Grant",274,256,466,2743,343,28,8,271
"WI","Green",2754,2706,158,2360,116,2581,2597,2738
"WI","Green Lake",1536,2337,1682,2051,1596,2178,1150,2286
"WI","Iowa",2423,2100,2564,1616,2521,1780,2220,1915
"WI","Iron",770,767,749,450,651,719,281,911
"WI","Jackson",2026,1832,2118,1516,2018,1644,1593,1956
"WI","Jefferson",648,1041,899,889,803,1018,571,1027
"WI","Juneau",2152,2338,2239,1993,2223,2083,1680,2477
"WI","Kenosha",1681,1550,1859,1383,1800,1513,1509,1555
"WI","Kewaunee",2007,2237,2171,1881,1981,2170,1521,2365
"WI","La Crosse",1447,1257,1633,1007,1553,1133,1390,1175
"WI","Lafayette",1803,1682,1904,1297,1812,1443,1403,1678
"WI","Langlade",1907,2304,2030,1979,1825,2187,1396,2323
"WI","Lincoln",2473,2623,2619,2320,2439,2517,1972,2682
"WI","Manitowoc",836,1012,950,781,816,933,433,1019
"WI","Marathon",1361,1579,1567,1326,1401,1577,1120,1654
"WI","Marinette",16,216,122,2839,2766,69,2148,331
"WI","Marquette",1595,1891,1710,1553,1708,1601,1200,1890
"WI","Menominee",381,1284,268,731,187,723,6,1197
"WI","Milwaukee",1315,722,1410,480,1417,577,1244,290
"WI","Monroe",2673,37,20,2682,2719,2848,2285,169
"WI","Oconto",2616,116,2812,2695,2618,80,2078,372
"WI","Oneida",44,159,198,2826,46,112,2457,195
"WI","Outagamie",1683,1962,1986,1658,1819,1903,1591,2015
"WI","Ozaukee",637,1520,847,1400,737,1559,801,1344
"WI","Pepin",902,753,874,585,720,726,348,990
"WI","Pierce",119,48,189,2853,21,42,2496,154
"WI","Polk",117,244,93,144,2,253,2380,438
"WI","Portage",905,609,1069,392,912,628,708,690
"WI","Price",1788,1812,1853,1492,1630,1640,1137,1849
"WI","Racine",1928,2071,2064,1857,2017,1966,1727,1881
"WI","Richland",1835,1947,1990,1427,1938,1548,1508,1693
"WI","Rock",1878,1458,1997,1180,1929,1342,1625,1373
"WI","Rusk",1610,1698,1635,1411,1463,1580,895,1850
"WI","St. Croix",714,990,882,962,788,1123,637,1160
"WI","Sauk",503,444,725,178,718,337,535,601
"WI","Sawyer",1806,1981,1910,1724,1799,1820,1220,1871
"WI","Shawano",2637,250,29,2815,2639,124,2113,304
"WI","Sheboygan",1215,1501,1341,1346,1244,1483,941,1413
"WI","Taylor",1613,2157,1855,1850,1585,2131,1008,2358
"WI","Trempealeau",2556,2220,2606,1900,2445,2157,2026,2518
"WI","Vernon",2533,2400,2625,2046,2511,2221,2168,2439
"WI","Vilas",2146,2650,2296,2420,2154,2568,1857,2643
"WI","Walworth",743,1281,1035,1094,941,1277,718,1275
"WI","Washburn",1893,1926,1890,1756,1787,1889,1401,2090
"WI","Washington",869,2019,1118,1893,982,2103,844,2021
"WI","Waukesha",2453,530,2635,439,2467,597,2431,496
"WI","Waupaca",85,564,302,251,152,432,2482,609
"WI","Waushara",2029,2421,2165,2153,2023,2346,1587,2565
"WI","Winnebago",1707,1899,1922,1602,1816,1745,1546,1784
"WI","Wood",725,868,915,607,704,828,408,947
"WV","Barbour",1148,1695,1036,1565,642,1615,223,1833
"WV","Berkeley",189,873,548,874,386,947,234,1250
"WV","Boone",2183,1771,1845,1542,1211,2086,659,2336
"WV","Braxton",1334,1313,1183,1129,786,1188,320,1517
"WV","Brooke",2084,2041,1900,1943,1669,1988,1075,2356
"WV","Cabell",545,878,490,755,322,715,147,848
"WV","Calhoun",244,542,2813,375,2507,342,1802,877
"WV","Clay",677,940,417,672,2673,820,2031,1007
"WV","Doddridge",2532,1024,2450,934,2098,898,1515,1031
"WV","Fayette",2658,2585,2435,2516,2033,2653,1724,34
"WV","Gilmer",153,614,4,434,2553,573,1971,794
"WV","Grant",2734,1709,2818,1385,2388,1607,1922,1782
"WV","Greenbrier",1962,2391,2168,2499,1859,2588,1563,2826
"WV","Hampshire",1055,2129,1308,2014,967,2111,517,2374
"WV","Hancock",2373,2483,2099,2493,1827,2472,1392,2754
"WV","Hardy",528,1567,743,1455,437,1525,256,1842
"WV","Harrison",300,636,368,691,2747,567,2397,780
"WV","Jackson",2054,2550,1936,2439,1611,2499,1121,2765
"WV","Jefferson",2707,49,177,63,22,136,2634,351
"WV","Kanawha",1756,1830,1705,1693,1397,1711,1196,1785
"WV","Lewis",709,1528,879,1766,606,1798,341,2040
"WV","Lincoln",1009,938,1336,1544,911,1793,417,2042
"WV","Logan",2509,2345,2166,2467,1490,2633,842,2883
"WV","Marion",205,302,1506,1243,2630,242,2265,498
"WV","Marshall",2288,2698,167,170,1465,2280,1248,2834
"WV","Mason",2062,2334,2196,2538,1576,2158,836,2555
"WV","McDowell",1819,1213,1831,2167,836,1653,411,1865
"WV","Mercer",2688,317,2475,343,2045,540,1830,695
"WV","Mineral",1490,2557,1604,2508,1246,2559,804,2764
"WV","Mingo",2189,1876,1553,1851,1026,2272,362,2598
"WV","Monongalia",535,682,626,552,347,637,434,756
