State,County,Dem.04,GOP.04,Dem.08,GOP.08,Dem.12,GOP.12,Dem.16,GOP.16
"GA","McIntosh",1093,1262,1271,1420,1068,2674,1024,2797
"GA","Macon",1280,750,1433,645,384,680,223,814
"GA","Madison",1095,2491,1296,2615,1687,2105,1542,2103
"GA","Marion",263,623,389,685,1258,1476,960,1502
"GA","Meriwether",1571,1836,1828,1949,1760,1940,1586,2032
"GA","Miller",2452,638,2586,761,2580,790,2141,793
"GA","Mitchell",1461,1669,1640,1726,1698,1731,1475,1761
"GA","Monroe",1405,2348,1720,2568,1590,2662,1503,2749
"GA","Montgomery",5,922,48,1078,132,1173,2512,1188
"GA","Morgan",975,1967,1363,2205,1197,2274,1125,2351
"GA","Murray",1278,2579,1333,2607,1095,2673,668,48
"GA","Muscogee",1432,1364,1810,1281,1748,1215,1638,1198
"GA","Newton",96,728,869,847,897,895,905,913
"GA","Oconee",1597,28,1926,236,1713,272,1951,319
"GA","Oglethorpe",728,1597,945,1704,740,1761,688,1870
"GA","Paulding",2730,1363,636,1645,514,1706,672,1820
"GA","Peach",1663,1881,2181,2000,2203,2050,1918,2091
"GA","Pickens",1055,2637,1131,1,781,62,785,193
"GA","Pierce",227,1910,264,2082,121,2149,2586,2305
"GA","Pike",461,2055,529,2323,340,2372,245,2496
"GA","Polk",1631,2703,1700,2855,1540,2866,1233,128
"GA","Pulaski",284,951,382,1095,211,1063,121,1078
"GA","Putnam",1272,2053,1370,2198,1285,2281,1169,2343
"GA","Quitman",2075,1740,2188,1983,2199,2011,1813,2186
"GA","Rabun",744,1898,805,2078,494,2173,421,2303
"GA","Randolph",533,421,710,380,634,301,527,300
"GA","Richmond",1654,1322,2036,1153,2005,1137,1877,1081
"GA","Rockdale",214,769,843,628,900,561,973,398
"GA","Schley",1873,66,1917,271,1798,339,1660,511
"GA","Screven",1100,1474,1330,1478,1205,1428,961,1439
"GA","Seminole",266,827,601,981,435,969,196,1029
"GA","Spalding",2471,362,15,472,2768,498,2622,578
"GA","Stephens",1188,2423,1184,2522,864,2478,694,2570
"GA","Stewart",216,2621,309,2552,294,2503,228,2621
"GA","Sumter",2102,2184,2289,2135,2245,2073,2002,2048
"GA","Talbot",683,113,1013,320,950,247,796,226
"GA","Taliaferro",2231,1470,2287,1464,2243,1401,1985,1504
"GA","Tattnall",644,1901,759,1886,731,1895,585,2002
"GA","Taylor",417,794,495,835,507,816,299,897
"GA","Telfair",515,934,726,1064,670,1081,318,1083
"GA","Terrell",768,755,1078,757,1096,746,944,783
"GA","Thomas",2208,2850,2525,69,2453,144,2304,151
"GA","Tift",1629,2729,1906,2802,1848,2782,1613,2736
"GA","Toombs",1115,2292,1295,2341,1187,2340,983,2364
"GA","Towns",399,1654,399,1753,254,1933,217,2078
"GA","Treutlen",52,635,112,716,67,617,2531,744
"GA","Troup",2491,422,50,522,54,522,2648,580
"GA","Turner",131,730,422,882,460,861,250,915
"GA","Twiggs",928,898,1025,876,954,791,782,882
"GA","Union",985,2413,1071,2579,872,2725,777,2881
"GA","Upson",1484,2371,1707,2460,1657,2482,1468,2502
"GA","Walker",2204,516,2221,644,2010,603,1712,796
"GA","Walton",2182,929,2626,1167,2531,1282,2476,1367
"GA","Ware",1495,2592,1692,2631,1633,2599,1455,2706
"GA","Warren",345,148,510,99,478,2879,318,2891
"GA","Washington",1576,1736,1867,1732,1865,1691,1702,1727
"GA","Wayne",1175,2409,1246,2506,1120,2533,816,2637
"GA","Webster",1998,1950,2021,2174,2106,2230,1838,2304
"GA","Wheeler",2607,222,2560,416,2463,399,2188,466
"GA","White",815,2519,917,2654,578,2703,580,2870
"GA","Whitfield",2392,802,2583,780,2393,808,2433,950
"GA","Wilcox",2682,648,2789,910,57,874,2519,916
"GA","Wilkes",820,1096,992,1158,833,1159,704,1139
"GA","Wilkinson",933,985,980,992,893,970,735,1023
"GA","Worth",926,2031,1096,2157,1068,2199,800,2271
"HI","Hawaii",1504,952,2002,469,1854,480,1671,683
"HI","Maui",1273,731,1673,132,804,2718,556,2685
"HI","Kauai",446,2861,835,2255,714,2261,561,2548
"HI","Honolulu",473,445,895,2704,1536,197,1342,302
"IA","Adair",692,1053,754,862,660,899,142,1085
"IA","Adams",2773,338,120,47,17,126,2028,443
"IA","Allamakee",1495,1535,1672,1288,1510,1410,1013,1711
"IA","Appanoose",1354,1468,1298,1347,1297,1388,679,1697
"IA","Audubon",529,816,645,592,534,730,91,936
"IA","Benton",2353,2376,2399,2307,2336,2432,1828,2652
"IA","Black Hawk",1513,1243,1658,1054,1648,1149,1378,1219
"IA","Boone",2407,2419,2454,2272,2426,2343,2000,2533
"IA","Bremer",2214,2379,2376,2144,2312,2313,1968,2479
"IA","Buchanan",2117,1939,2212,1703,2151,1824,1639,2126
"IA","Buena Vista",1507,1960,1713,1735,1559,1847,1228,1953
"IA","Butler",1328,1843,1477,1569,1430,1712,890,1960
"IA","Calhoun",937,1439,1006,1182,929,1273,385,1495
"IA","Carroll",1888,2199,2059,1936,1926,2124,1410,2371
"IA","Cass",1173,1938,1413,1669,1257,1749,766,1901
"IA","Cedar",1906,1953,2038,1750,1934,1837,1510,2048
"IA","Cerro Gordo",324,106,433,2790,307,10,2672,187
"IA","Cherokee",1321,1627,1261,1454,1141,1576,584,1737
"IA","Chickasaw",1570,1348,1659,1097,1520,1252,942,1601
"IA","Clarke",984,948,940,892,898,910,440,1206
"IA","Clay",1519,1964,1660,1773,1451,1969,931,2211
"IA","Clayton",1904,1812,2033,1551,1887,1726,1388,2060
"IA","Clinton",363,71,475,2783,466,2822,14,153
"IA","Crawford",1407,1688,1589,1447,1335,1552,789,1863
"IA","Dallas",94,504,481,631,564,892,511,821
"IA","Davis",613,921,616,844,472,915,2665,1211
"IA","Decatur",706,885,797,834,662,815,213,1011
"IA","Delaware",1755,1970,1882,1699,1836,1870,1275,2165
"IA","Des Moines",237,2662,256,2530,183,2627,2464,2824
"IA","Dickinson",1729,2095,1876,1997,1701,2213,1303,2394
"IA","Dubuque",1163,844,1248,741,1259,911,949,1026
"IA","Emmet",1026,1200,1116,1010,837,1091,357,1371
"IA","Fayette",2010,2037,2173,1729,2097,1829,1535,2144
"IA","Floyd",1788,1620,1925,1331,1857,1500,1365,1795
"IA","Franklin",993,1379,1120,1068,947,1239,461,1377
"IA","Fremont",464,1033,718,817,558,830,2647,1059
"IA","Greene",1062,1164,1015,992,1005,1031,594,1249
"IA","Grundy",1011,1847,1217,1652,1134,1744,705,1835
"IA","Guthrie",1140,1460,1150,1343,1104,1392,614,1556
"IA","Hamilton",1645,1825,1687,1642,1589,1675,1156,1815
"IA","Hancock",1075,1476,1225,1313,1077,1438,521,1674
"IA","Hardin",1682,1955,1800,1761,1681,1879,1181,2036
"IA","Harrison",1280,1910,1544,1639,1363,1702,872,1951
"IA","Henry",1721,2064,1789,1906,1791,1991,1250,2189
"IA","Howard",1140,859,1287,653,1204,726,582,1159
"IA","Humboldt",883,1393,909,1250,775,1363,259,1539
"IA","Ida",385,1025,438,849,303,983,2432,1181
"IA","Iowa",1622,1876,1750,1717,1710,1849,1314,2030
"IA","Jackson",2129,1788,2223,1560,2142,1735,1597,2203
"IA","Jasper",39,2820,28,2700,25,2740,2298,77
"IA","Jefferson",1833,1581,1999,1435,1890,1484,1544,1599
"IA","Johnson",1741,994,2012,869,1950,1020,1900,918
"IA","Jones",1978,1946,2087,1788,2067,1899,1577,2176
"IA","Keokuk",966,1374,1086,1163,970,1254,271,1464
"IA","Kossuth",1726,2011,1876,1764,1611,1965,1065,2154
"IA","Lee",13,2530,2794,2421,2703,2397,2133,2744
"IA","Linn",2217,1977,2349,1776,2333,1907,2073,1922
"IA","Louisa",967,1134,1090,980,1048,1051,559,1350
"IA","Lucas",798,1119,826,987,783,972,240,1270
"IA","Lyon",295,1922,611,1812,388,1979,2602,2029
"IA","Madison",1468,1874,1595,1847,1508,1832,1132,2068
"IA","Mahaska",1599,2416,1827,2266,1731,2320,1101,2524
"IA","Marion",2322,2887,2470,2770,2428,2869,1989,121
"IA","Marshall",2736,2832,3,2625,6,2668,2388,2789
"IA","Mills",976,1882,1301,1715,1251,1747,840,1992
"IA","Mitchell",1221,1181,1403,1056,1242,1164,723,1392
"IA","Monona",1019,1135,978,1031,849,1125,251,1369
"IA","Monroe",699,871,689,823,618,860,66,1171
"IA","Montgomery",728,1568,996,1244,742,1318,316,1478
"IA","Muscatine",2748,2763,100,2567,118,2630,2478,2832
"IA","O'Brien",987,2092,1003,1925,771,2044,319,2179
"IA","Osceola",2721,1010,41,841,2654,962,2001,1121
"IA","Page",920,2070,1269,1772,1116,1794,673,1941
"IA","Palo Alto",1073,1190,1041,967,865,1168,383,1353
"IA","Plymouth",1765,2598,1877,2540,1716,2693,1238,2854
"IA","Pocahontas",675,1064,691,902,472,1037,2653,1199
"IA","Polk",53,2838,221,2731,268,2843,209,2811
"IA","Pottawattamie",587,1072,837,897,750,942,489,1081
"IA","Poweshiek",1975,1985,2103,1767,2020,1814,1733,1966
"IA","Ringgold",273,463,243,411,173,399,2368,751
"IA","Sac",923,1379,964,1158,859,1356,276,1586
"IA","Scott",1748,1705,1944,1543,1961,1623,1667,1657
"IA","Shelby",996,1793,1251,1502,1057,1645,567,1783
"IA","Sioux",948,426,1337,364,1168,459,954,517
"IA","Story",986,880,1161,762,1121,819,1056,806
"IA","Tama",1831,1856,1946,1614,1876,1705,1375,1971
"IA","Taylor",243,790,356,578,248,648,2375,924
"IA","Union",1209,1395,1319,1195,1331,1232,750,1520
"IA","Van Buren",500,960,503,814,372,877,2506,1118
"IA","Wapello",2695,2519,2677,2342,2593,2395,2017,2741
"IA","Warren",79,251,235,238,243,358,49,518
"IA","Washington",1861,2241,2027,2021,1965,2119,1627,2279
"IA","Wayne",361,672,366,543,239,574,2311,903
"IA","Webster",2752,2756,2811,2637,2711,2676,2158,9
"IA","Winnebago",1185,1403,1434,1172,1277,1278,750,1481
"IA","Winneshiek",2059,2091,2354,1745,2226,1869,1950,2067
"IA","Woodbury",881,978,925,937,909,959,537,1090
"IA","Worth",963,718,1112,582,995,686,480,1080
"IA","Wright",1293,1577,1370,1393,1225,1440,731,1619
"ID","Ada",2175,2821,2592,2785,2462,2857,2379,2814
"ID","Adams",2100,465,2441,502,2117,439,1695,575
"ID","Bannock",281,920,458,785,308,897,44,679
"ID","Bear Lake",1958,1104,1981,1014,1328,1088,1076,981
"ID","Benewah",145,1253,404,1138,159,1144,2415,1363
"ID","Bingham",1536,303,1813,250,1610,387,1260,119
"ID","Blaine",2207,1725,2377,1484,2169,1658,2179,1447
"ID","Boise",2766,1101,249,1037,2724,987,2411,1190
"ID","Bonner",2334,76,2541,129,2267,173,1925,29
"ID","Bonneville",2590,1334,150,1270,2774,1413,2570,1189
"ID","Boundary",257,1337,462,1345,219,1384,2618,1618
"ID","Butte",1402,86,1404,58,1111,2,531,2792
"ID","Camas",369,1863,729,1733,523,1685,115,1718
"ID","Canyon",332,1768,814,1746,787,1821,577,1883
"ID","Caribou",1951,1221,2106,1141,1619,1150,1154,1002
"ID","Cassia",153,2356,341,2274,91,2470,48,2232
"ID","Clark",1863,1339,2278,1330,2287,1019,1770,881
"ID","Clearwater",116,1263,222,1103,35,1119,2284,1262
"ID","Custer",2112,697,2224,629,2019,687,1731,721
"ID","Elmore",774,2247,1130,2122,1080,2035,680,2200
"ID","Franklin",1852,1870,2198,1739,1408,2028,1601,1653
"ID","Fremont",2463,1985,74,1878,2522,1959,2196,1715
"ID","Gem",543,2114,911,2105,764,2058,236,2239
"ID","Gooding",266,1694,467,1592,274,1584,2617,1605
"ID","Idaho County",586,2249,815,2180,611,2191,208,2325
"ID","Jefferson",91,2571,589,2663,291,2878,2665,2687
"ID","Jerome",334,2051,682,1928,589,1926,868,2515
"ID","Kootenai",631,1574,936,1618,722,1655,548,1814
"ID","Latah",2601,2732,2721,2574,2555,2540,2455,2489
"ID","Lemhi",2699,1359,70,1272,2735,1333,2336,1336
"ID","Lewis",1802,374,1917,290,1659,213,1149,233
"ID","Lincoln",1879,394,2089,258,1754,175,1515,215
"ID","Madison",2573,75,573,126,2557,388,213,2762
"ID","Minidoka",317,2203,578,1982,368,2092,178,1945
"ID","Nez Perce",2310,111,2414,36,2256,2888,1869,95
"ID","Oneida",1344,713,1623,654,887,749,700,557
"ID","Owyhee",2379,1275,2747,1318,2560,1227,2084,1345
"ID","Payette",694,2306,1032,2206,955,2235,2568,1771
"ID","Power",2580,895,31,670,2762,763,2274,647
"ID","Shoshone",988,1297,1088,1278,959,1193,374,1434
"ID","Teton",387,976,983,956,745,1070,887,955
"ID","Twin Falls",2305,822,2651,768,2438,838,2249,923
"ID","Valley",691,1279,1028,1190,844,1175,747,1283
"ID","Washington",29,1444,250,1387,104,1375,2409,1429
"IL","Adams",50,882,188,748,2738,869,2389,1001
"IL","Alexander",815,738,923,627,768,496,266,530
"IL","Bond",1412,1730,1629,1653,1326,1708,830,1944
"IL","Boone",2578,135,138,38,2766,135,2573,260
"IL","Brown",2670,629,2800,531,2483,516,1853,720
"IL","Bureau",2538,2867,2687,2564,2527,2629,2103,2804
"IL","Calhoun",349,338,419,247,76,464,2344,680
"IL","Carroll",1511,1872,1666,1528,1550,1537,1031,1809
"IL","Cass",1080,1394,1175,1124,825,1196,543,1407
"IL","Champaign",1732,1702,1935,1461,1686,1518,1894,1442
"IL","Christian",2230,2767,2374,2560,2059,2741,1645,72
"IL","Clark",1270,2023,1599,1790,1115,2021,719,2151
"IL","Clay",857,1842,1040,1647,517,1739,18,1977
"IL","Clinton",2364,25,2515,2786,2078,54,1628,275
"IL","Coles",2753,328,183,111,2678,201,2327,329
"IL","Cook",406,2240,575,1919,407,1921,483,1803
"IL","Crawford",1396,2260,1642,1974,1256,2124,780,2272
"IL","Cumberland",708,1526,845,1379,561,1517,36,1738
"IL","DeKalb",752,897,1122,717,860,781,813,804
"IL","DeWitt",1253,1973,1448,1771,1126,1856,741,1997
"IL","Douglas",1216,2186,1419,1957,1030,2063,766,2167
"IL","DuPage",654,941,974,721,780,810,924,633
"IL","Edgar",1364,2076,1600,1785,1103,2017,653,2153
"IL","Edwards",2717,1055,147,901,2437,1045,1748,1237
"IL","Effingham",1796,207,2049,150,1622,302,1315,416
"IL","Fayette",1527,2221,1667,2081,1253,2226,680,2517
"IL","Ford",740,1866,943,1686,569,1752,400,1823
"IL","Franklin",2653,41,2683,2796,2404,26,1839,348
"IL","Fulton",2691,2602,2785,2257,2558,2363,2123,2698
"IL","Gallatin",505,581,538,235,29,500,2201,836
"IL","Greene",1061,1551,1147,1332,806,1490,215,1728
"IL","Grundy",2606,146,107,77,2688,152,2447,391
"IL","Hamilton",670,1183,687,993,255,1131,2446,1403
"IL","Hancock",1668,2211,1729,1996,1407,1927,632,2172
"IL","Hardin",2711,494,2690,348,2421,532,1703,635
"IL","Henderson",953,754,938,526,783,535,164,952
"IL","Henry",186,341,324,142,224,195,2553,445
"IL","Iroquois",1616,2879,1880,2687,1475,2771,1050,2865
"IL","Jackson",400,143,487,2834,128,2775,172,117
"IL","Jasper",642,1534,854,1286,404,1520,2610,1675
"IL","Jefferson",2346,20,2477,2778,2193,2868,1771,197
"IL","Jersey",1862,2121,1991,2037,1549,2239,1139,2576
"IL","Jo Daviess",2048,2283,2280,1999,2091,2115,1778,2263
"IL","Johnson",669,1706,730,1641,507,1666,149,1875
"IL","Kane",2486,2816,77,2643,2659,2753,2682,2648
"IL","Kankakee",808,1084,1065,952,881,999,732,1109
"IL","Kendall",229,828,1064,903,862,996,984,1069
"IL","Knox",329,129,415,2798,286,2777,2683,92
"IL","Lake",333,397,668,202,469,340,590,110
"IL","LaSalle",1042,1160,1200,924,973,1002,755,1169
"IL","Lawrence",1092,1770,1325,1469,800,1630,295,1836
"IL","Lee",2299,2798,2529,2622,2351,2617,1996,2721
"IL","Livingston",2122,31,2240,2765,1951,2856,1658,24
"IL","Logan",1764,2774,2047,2476,1664,2578,1408,2642
"IL","McDonough",2421,2561,2344,2223,2160,2266,1960,2402
"IL","McHenry",1970,2558,2433,2314,2162,2469,2100,2462
"IL","McLean",1320,1757,1611,1562,1371,1669,1513,1591
"IL","Macon",991,1247,1103,1067,953,1112,683,1192
"IL","Macoupin",121,163,219,2861,2706,113,2199,463
"IL","Madison",2282,2231,2367,2136,2145,2243,1908,2444
"IL","Marion",2502,2812,2607,2686,2217,2795,1717,195
"IL","Marshall",1237,1615,1359,1376,1049,1431,660,1615
"IL","Mason",1404,1676,1539,1374,1262,1425,799,1705
"IL","Massac",1236,1887,1177,1780,841,1774,501,1929
"IL","Menard",872,1838,1185,1558,844,1661,675,1746
"IL","Mercer",1837,1837,1941,1617,1805,1637,1306,1913
"IL","Monroe",2361,2822,2561,2860,2215,109,2004,291
"IL","Montgomery",2203,2414,2296,2239,1958,2394,1474,2725
"IL","Morgan",2128,2807,2478,2505,2125,2605,1833,2779
"IL","Moultrie",1013,1721,1165,1495,874,1609,449,1816
"IL","Ogle",2681,486,130,335,2718,383,2448,479
"IL","Peoria",1718,1746,1862,1490,1677,1579,1564,1523
"IL","Perry",1912,2159,1894,1981,1607,2110,1029,2406
"IL","Piatt",1375,2109,1636,1952,1352,2085,1113,2152
"IL","Pike",1258,2008,1330,1806,958,1939,401,2185
"IL","Pope",2703,493,2622,357,2265,516,1561,656
"IL","Pulaski",353,661,587,568,365,556,2463,597
"IL","Putnam",595,584,742,391,494,508,156,715
"IL","Randolph",2358,2632,2463,2496,2111,2650,1450,2900
"IL","Richland",1096,2044,1405,1764,1000,1909,519,2180
"IL","Rock Island",1674,1315,1755,1087,1637,1087,1384,1202
"IL","St. Clair",2261,2003,2511,1898,2304,1977,2105,2074
"IL","Saline",1889,2458,2004,2230,1566,2400,1078,2657
"IL","Sangamon",1627,2160,2016,1877,1728,1987,1674,1972
"IL","Schuyler",520,1054,742,718,615,879,88,1117
"IL","Scott",2713,640,97,444,2658,580,1961,849
"IL","Shelby",1580,2395,1764,2296,1439,2409,950,2649
"IL","Stark",190,743,366,499,92,529,2358,721
"IL","Stephenson",2663,257,140,2863,2496,2719,2370,109
"IL","Tazewell",1122,1570,1286,1436,1040,1526,826,1638
"IL","Union",1577,2093,1656,1955,1364,1976,1004,2192
"IL","Vermilion",428,762,569,576,74,497,2675,777
"IL","Wabash",626,1783,1055,1412,521,1502,160,1700
"IL","Warren",1657,1858,1773,1544,1634,1498,1282,1759
"IL","Washington",1319,2021,1466,1813,1047,1918,425,2139
"IL","Wayne",874,2263,1100,2050,468,2232,61,2431
"IL","White",1356,2052,1452,1664,898,1902,401,2155
"IL","Whiteside",354,323,518,102,231,2709,118,289
"IL","Will",157,316,549,253,263,229,439,328
"IL","Williamson",170,727,271,637,62,720,2523,948
"IL","Winnebago",2201,2258,2390,2049,2184,2074,1954,2086
"IL","Woodford",2211,300,2389,243,2074,348,1916,361
"IN","Adams",1505,2860,1954,2645,1601,2749,1198,2850
"IN","Allen",1883,2657,2415,2543,2166,2672,2005,2674
"IN","Bartholomew",2704,792,365,638,62,736,2673,899
"IN","Benton",131,1234,521,918,154,1008,2531,1148
"IN","Blackford",733,1502,1172,1154,746,1198,250,1450
"IN","Boone",2123,649,2788,611,2559,770,21,850
"IN","Brown",1200,1867,1634,1680,1343,1792,1062,1980
"IN","Carroll",1177,2218,1597,1915,1145,1984,733,2300
"IN","Cass",1777,2823,2392,2638,2032,2671,1568,2857
"IN","Clark",635,1067,924,1084,831,1120,724,1331
"IN","Clay",1453,2510,1961,2264,1545,2453,966,2708
"IN","Clinton",1454,2704,2060,2391,1425,2305,1207,2709
"IN","Crawford",756,1159,973,1024,818,1053,328,1337
"IN","Daviess",1120,2619,1481,2428,1038,2551,671,2712
"IN","Dearborn",2325,427,2414,473,2274,537,1883,745
"IN","Decatur",1144,2535,1646,2308,1300,2465,870,2700
"IN","DeKalb",1923,52,2423,2849,2046,66,1630,237
"IN","Delaware",827,1205,1242,879,949,909,678,1073
"IN","Dubois",2018,200,2665,2811,2272,205,1975,384
"IN","Elkhart",651,1809,1385,1649,1039,1756,832,1736
"IN","Fayette",1546,2198,1797,1935,1522,1996,936,2411
"IN","Floyd",367,834,571,820,439,843,381,942
"IN","Fountain",1070,2078,1365,1709,930,1882,449,2159
"IN","Franklin",1291,2439,1494,2410,1282,2508,779,2733
"IN","Fulton",1137,2250,1586,1992,1140,2060,776,2246
"IN","Gibson",2063,2777,2290,2653,1932,2828,1556,137
"IN","Grant",2612,763,134,457,2731,520,2282,671
"IN","Greene",1865,2724,2136,2523,1764,2677,1264,36
"IN","Hamilton",1149,2591,1965,2555,1775,2764,2049,2742
"IN","Hancock",2389,877,194,930,2686,982,2565,1107
"IN","Harrison",2247,112,2442,57,2289,71,1860,330
"IN","Hendricks",340,1661,1051,1661,857,1818,938,1926
"IN","Henry",2430,336,6,103,2449,98,1923,440
"IN","Howard",291,1036,677,838,462,862,135,1042
"IN","Huntington",1637,188,2157,27,1833,104,1480,192
"IN","Jackson",1985,123,2452,2839,2133,46,1599,315
"IN","Jasper",1562,2626,1993,2518,1856,2604,1418,2815
"IN","Jay",1207,2118,1601,1786,1346,1877,730,2168
"IN","Jefferson",1992,2583,2253,2419,2105,2460,1752,2710
"IN","Jennings",1512,2418,2062,2260,1608,2258,993,2651
"IN","Johnson",301,1632,907,1550,598,1650,622,1843
"IN","Knox",2127,2887,2499,2675,1998,2845,1574,136
"IN","Kosciusko",2202,962,2724,855,2342,974,2164,1056
"IN","LaGrange",1093,2329,1575,2129,1278,2286,840,2442
"IN","Lake",143,2478,400,2371,295,2410,179,2545
"IN","LaPorte",862,887,1235,699,1021,757,787,999
"IN","Lawrence",2057,255,2429,118,2119,200,1709,450
"IN","Madison",907,1438,1324,1136,1042,1182,711,1414
"IN","Marion",539,537,1037,358,879,396,873,335
"IN","Marshall",2114,238,2548,39,2201,161,1863,262
"IN","Martin",470,1492,625,1365,335,1424,2549,1587
"IN","Miami",1641,2843,2114,2632,1737,2631,1175,2896
"IN","Monroe",1179,1005,1731,890,965,604,1449,889
"IN","Montgomery",1509,101,2202,2742,1747,2860,1436,133
"IN","Morgan",2335,796,36,708,2498,821,2109,1041
"IN","Newton",822,1626,1150,1429,918,1432,395,1712
"IN","Noble",1892,96,2401,2830,1999,78,1616,253
"IN","Ohio",136,719,164,646,2772,698,2254,929
"IN","Orange",1275,2182,1488,1835,1298,1867,823,2198
"IN","Owen",1101,1995,1551,1794,1236,2000,766,2274
"IN","Parke",999,1879,1280,1639,851,1754,419,1936
"IN","Perry",1725,1760,2019,1396,1757,1475,1308,1845
"IN","Pike",1034,1620,1181,1401,866,1566,301,1802
"IN","Porter",1297,1516,1655,1460,1565,1481,1430,1645
"IN","Posey",1704,2604,2154,2376,1811,2511,1483,2678
"IN","Pulaski",623,1647,1058,1462,734,1461,334,1635
"IN","Putnam",1714,2751,2269,2591,1806,2758,1431,88
"IN","Randolph",1606,2475,1930,2159,1587,2282,1034,2539
"IN","Ripley",1503,2663,1745,2546,1405,2528,1043,2875
"IN","Rush",807,2104,1420,1743,922,1874,482,2055
"IN","St. Joseph",2031,2145,2362,1912,2086,2043,1947,2031
"IN","Scott",1611,1936,1771,1803,1673,1845,1118,2260
"IN","Shelby",1842,161,2384,32,2029,120,1725,301
"IN","Spencer",1653,2229,1988,1954,1682,2112,1231,2355
"IN","Starke",1673,1949,1914,1813,1604,1906,1048,2317
"IN","Steuben",1786,2695,2261,2519,1910,2689,1562,15
"IN","Sullivan",1457,1994,1772,1768,1387,1957,866,2269
"IN","Switzerland",436,931,587,788,405,765,2617,1134
"IN","Tippecanoe",848,1366,1612,1295,1162,1264,1159,1352
"IN","Tipton",915,2166,1431,1805,1033,1915,524,2143
"IN","Union",40,988,232,863,17,860,2307,1082
"IN","Vanderburgh",1269,1765,1663,1589,1374,1662,1214,1703
"IN","Vermillion",1484,1538,1683,1311,1311,1482,841,1834
"IN","Vigo",690,890,1080,707,777,811,525,976
"IN","Wabash",1653,2844,2091,2616,1646,2688,1292,2877
"IN","Warren",343,1128,654,912,310,1034,2498,1279
"IN","Warrick",2675,637,238,572,2614,533,2590,808
"IN","Washington",1638,2426,1854,2320,1638,2341,1115,2647
"IN","Wayne",83,612,353,445,59,455,2486,610
"IN","Wells",1370,2779,1804,2658,1482,2802,1099,2901
"IN","White",1428,2437,1930,2141,1547,2229,1086,2405
"IN","Whitley",1639,2830,2162,2751,1786,29,1438,162
"KS","Allen",717,1650,923,1516,697,1423,1694,2352
"KS","Anderson",282,1096,186,1001,2693,971,388,1544
"KS","Atchison",1340,1631,1427,1601,1068,1628,2215,1050
"KS","Barber",2174,685,2190,718,1871,696,766,1678
"KS","Barton",1254,2712,1334,2548,1173,2776,1203,752
"KS","Bourbon",894,1796,1021,1737,758,1686,684,2584
"KS","Brown",227,1343,322,1298,39,1210,311,1774
"KS","Butler",2268,590,2718,710,2387,713,2514,1264
"KS","Chase",1723,46,1627,2846,1479,2692,2190,787
"KS","Chautauqua",1678,490,1684,423,1117,245,1343,2849
"KS","Cherokee",1566,2253,1557,2176,1263,2065,991,570
"KS","Cheyenne",1388,361,1421,168,979,196,774,2247
"KS","Clark",1102,2885,1049,2732,601,2592,725,201
"KS","Clay",2513,1374,10,1306,2524,1199,192,2634
"KS","Cloud",182,1381,239,1364,2721,1271,2215,1254
"KS","Coffey",82,1418,124,1333,2621,1261,2351,1263
"KS","Comanche",791,2559,772,2514,383,2534,2311,1325
"KS","Cowley",1906,2790,1979,2656,1735,2598,23,2448
"KS","Crawford",2472,2694,2562,2533,2278,2526,1455,2616
"KS","Decatur",1520,370,1505,209,1160,264,1914,2679
"KS","Dickinson",979,2287,1039,2227,769,2160,655,254
"KS","Doniphan",48,1074,116,1008,2622,1042,521,2223
"KS","Douglas",1199,837,1507,700,1226,660,2072,1155
"KS","Edwards",1614,80,1459,2867,1283,53,1290,476
"KS","Elk",1560,138,1563,42,1206,44,839,47
"KS","Ellis",1657,2568,1685,2612,1492,2760,531,66
"KS","Ellsworth",2534,979,2631,835,2355,791,1135,2666
"KS","Finney",974,2510,1441,2396,975,2012,1928,827
"KS","Ford",912,2325,1313,2140,1057,2099,1289,2276
"KS","Franklin",1634,2496,1817,2425,1542,2420,810,1973
"KS","Geary",1048,1880,1526,1818,1370,1759,1213,2442
"KS","Gove",1057,212,1139,155,626,193,1090,1720
"KS","Graham",1439,72,1430,62,1063,49,460,155
"KS","Grant",2090,881,2270,819,1772,685,706,16
"KS","Gray",1633,669,1793,595,1336,562,1731,710
"KS","Greeley",351,2200,477,2183,117,2079,1091,636
"KS","Greenwood",2676,980,2248,587,2275,842,2480,2034
"KS","Hamilton",927,2740,998,2650,523,2396,1872,943
"KS","Harper",2429,905,2455,822,2030,673,154,2420
"KS","Harvey",2024,2805,2265,2737,1982,2662,1611,842
"KS","Haskell",919,332,1210,292,805,164,1904,2703
"KS","Hodgeman",927,2825,880,2678,650,2692,951,14
"KS","Jackson",819,1595,987,1609,717,1505,247,2692
"KS","Jefferson",1411,2098,1539,2013,1272,1879,458,1651
"KS","Jewell",1621,488,1382,256,939,265,1046,2006
"KS","Johnson",2742,518,279,512,73,550,670,236
"KS","Kearny",1192,184,1362,182,1131,68,268,390
"KS","Kingman",2682,1233,2771,1118,2409,1029,929,66
"KS","Kiowa",1097,280,802,2750,530,2854,2091,1108
"KS","Labette",1531,2098,1628,1954,1348,1884,127,2713
"KS","Lane",646,2648,758,2600,591,2494,927,2037
"KS","Leavenworth",87,538,336,622,107,650,52,2412
"KS","Lincoln",1647,364,1519,224,1249,185,13,698
"KS","Linn",517,1308,420,1347,108,1353,877,196
"KS","Logan",1072,284,959,206,754,100,2313,1458
"KS","Lyon",1965,2550,2179,2351,1943,2309,460,152
